Year,State,Total Revenue,Revenue from federal sources,Revenue from state sources,Revenue from local sources,Total expenditures,Current spending,Capital outlay,Other expenditures,Outstanding Debt,Cash and securities
2012,Georgia,17556060.0,1862297.0,7455147.0,8238616.0,17387814.0,15572647.0,1566020.0,249147.0,4655459.0,6137255.0
2012,Hawaii,2535038.0,318728.0,2161254.0,55056.0,2344733.0,2220637.0,124096.0,0.0,0.0,
2012,Idaho,1981212.0,266087.0,1238989.0,476136.0,1911706.0,1785929.0,69239.0,56538.0,1339793.0,640715.0
2012,Illinois,29153117.0,2430413.0,10142137.0,16580567.0,28131208.0,25211371.0,2032447.0,887390.0,19874324.0,15435127.0
2012,Indiana,12142555.0,1096902.0,7462594.0,3583059.0,11095248.0,9851586.0,894450.0,349212.0,11710502.0,3525810.0
2012,Iowa,6031265.0,512246.0,2681035.0,2837984.0,6016344.0,5003871.0,900591.0,111882.0,3131872.0,2598678.0
2012,Kansas,5612118.0,410051.0,3173205.0,2028862.0,5606955.0,4740356.0,662722.0,203877.0,4444207.0,2208911.0
2012,Kentucky,7191188.0,983232.0,3920971.0,2286985.0,7442661.0,6466874.0,764062.0,211725.0,5209643.0,1786266.0
2012,Louisiana,8449930.0,1527734.0,3588546.0,3333650.0,8487312.0,7592600.0,777379.0,117333.0,3687411.0,3157395.0
2012,Maine,2555729.0,239982.0,1012326.0,1303421.0,2561146.0,2372472.0,131394.0,57280.0,934800.0,217567.0
2012,Maryland,13748192.0,859635.0,5980541.0,6908016.0,12945940.0,11638908.0,1139120.0,167912.0,3941898.0,
2012,Massachusetts,15621093.0,979175.0,6200945.0,8440973.0,15322976.0,13911788.0,1159931.0,251257.0,382918.0,195979.0
2012,Michigan,17671139.0,1866406.0,9796808.0,6007925.0,17808408.0,15735318.0,1200582.0,872508.0,18696935.0,6140401.0
2012,Minnesota,10526813.0,740098.0,6642440.0,3144275.0,10532589.0,9054613.0,1034162.0,443814.0,10551943.0,3092934.0
2012,Mississippi,4466518.0,795110.0,2195720.0,1475688.0,4420994.0,4022904.0,329375.0,68715.0,1653907.0,1582232.0
2012,Missouri,9949576.0,994192.0,4115324.0,4840060.0,9818855.0,8604213.0,891474.0,323168.0,6630558.0,4501825.0
2012,Montana,1612365.0,214164.0,761029.0,637172.0,1632772.0,1498829.0,117001.0,16942.0,426626.0,713475.0
2012,Nebraska,3691601.0,366016.0,1166374.0,2159211.0,3859894.0,3398322.0,374671.0,86901.0,2080528.0,1588823.0
2012,Nevada,4052404.0,403548.0,2401035.0,1247821.0,4107797.0,3546300.0,321145.0,240352.0,4420014.0,2346372.0
2012,New Hampshire,2862014.0,187243.0,1029325.0,1645446.0,2806860.0,2601337.0,160056.0,45467.0,898550.0,179589.0
2012,New Jersey,26616365.0,1371038.0,10401941.0,14843386.0,25663828.0,24356836.0,940577.0,366415.0,8758341.0,3403687.0
2012,New Mexico,3478709.0,491732.0,2380982.0,605995.0,3610384.0,2928849.0,615427.0,66108.0,1951469.0,1233952.0
2012,New York,58757633.0,3769627.0,23314292.0,31673714.0,59922411.0,54584741.0,4094920.0,1242750.0,33173651.0,9466762.0
2012,North Carolina,12788659.0,1831015.0,7648102.0,3309542.0,13361770.0,12055354.0,728580.0,577836.0,8607872.0,
2012,North Dakota,1304100.0,160050.0,658255.0,485795.0,1328022.0,1147943.0,160904.0,19175.0,328016.0,596932.0
2012,Ohio,22035362.0,2007733.0,9336277.0,10691352.0,22500853.0,19310163.0,2416140.0,774550.0,8939405.0,8655762.0
2012,Oklahoma,5823118.0,773014.0,2869071.0,2181033.0,5575443.0,5021707.0,496119.0,57617.0,1545705.0,1512981.0
2012,Oregon,6075478.0,550894.0,3038052.0,2486532.0,6301825.0,5536815.0,448562.0,316448.0,6537167.0,1927395.0
2012,Pennsylvania,26455893.0,2145208.0,9561500.0,14749185.0,25105120.0,22303920.0,1735626.0,1065574.0,25814802.0,8924369.0
2012,Rhode Island,2194831.0,204682.0,779000.0,1211149.0,2173173.0,2094785.0,33633.0,44755.0,1025628.0,11943.0
2012,South Carolina,7875144.0,848254.0,3586738.0,3440152.0,7923946.0,6647434.0,869025.0,407487.0,11381795.0,2789185.0
2012,South Dakota,1296353.0,212615.0,395054.0,688684.0,1293181.0,1091980.0,172398.0,28803.0,734777.0,744412.0
2012,Tennessee,8948633.0,1257953.0,4017946.0,3672734.0,9230243.0,8358768.0,671532.0,199943.0,5048915.0,100956.0
2012,Texas,49815063.0,6140296.0,19801928.0,23872839.0,50054220.0,40353774.0,5538370.0,4162076.0,66926063.0,24848274.0
2012,Utah,4213226.0,426702.0,2158049.0,1628475.0,4327370.0,3548527.0,666528.0,112315.0,2648616.0,1841379.0
2012,Vermont,1572228.0,124451.0,1372320.0,75457.0,1535141.0,1476846.0,45788.0,12507.0,269262.0,64828.0
2012,Virginia,14692768.0,1365551.0,5564504.0,7762713.0,14907338.0,13479465.0,1078796.0,349077.0,7977111.0,
2012,Washington,11867897.0,1057045.0,7001110.0,3809742.0,12150499.0,10127340.0,1552074.0,471085.0,8827696.0,3748389.0
2012,West Virginia,3958439.0,432223.0,2014017.0,1512199.0,3534912.0,3270186.0,245082.0,19644.0,458390.0,668298.0
2012,Wisconsin,10862147.0,907311.0,4786356.0,5168480.0,10444742.0,9648094.0,449246.0,347402.0,4890875.0,2645079.0
2012,Wyoming,1660037.0,144728.0,851896.0,663413.0,1654343.0,1439610.0,213245.0,1488.0,54020.0,503115.0
